Log file open, 12/11/22 19:17:23
[2022.12.12-01.17.48:394][722]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=2
[2022.12.12-01.17.48:394][722]LogInit: FAudioDevice initialized.
[2022.12.12-01.17.48:394][722]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=2
[2022.12.12-01.17.48:394][722]LogAudio: Display: Audio Device (ID: 2) registered with world 'ThirdPersonMap'.
[2022.12.12-01.17.48:396][722]LogLoad: Game class is 'BP_GameModeBase_C'
[2022.12.12-01.17.48:398][722]LogWorld: Bringing World /Game/ThirdPerson/Maps/UEDPIE_0_ThirdPersonMap.ThirdPersonMap up for play (max tick rate 0) at 2022.12.11-19.17.48
[2022.12.12-01.17.48:398][722]LogWorld: Bringing up level for play took: 0.001756
[2022.12.12-01.17.48:401][722]LogOnline: OSS: Created online subsystem instance for: :Context_2
[2022.12.12-01.17.48:408][722]LogWorldPartition: New Streaming Source: PlayerController_0 -> Position: X=1860.000 Y=400.000 Z=92.000
[2022.12.12-01.17.48:411][722]LogGameMode: Display: Match State Changed from EnteringMap to WaitingToStart
[2022.12.12-01.17.48:412][722]LogGameState: Match State Changed from EnteringMap to WaitingToStart
[2022.12.12-01.17.48:412][722]LogGameMode: Display: Match State Changed from WaitingToStart to InProgress
[2022.12.12-01.17.48:413][722]LogGameState: Match State Changed from WaitingToStart to InProgress
[2022.12.12-01.17.48:413][722]PIE: Server logged in
[2022.12.12-01.17.48:413][722]PIE: Play in editor total start time 0.136 seconds.
[2022.12.12-01.17.49:261][757]LogCharacterMovement: BP_Bot_C_25 is stuck and failed to move! Velocity: X=393.70 Y=-308.23 Z=0.00 Location: X=839.56 Y=1420.21 Z=88.31 Normal: X=0.09 Y=1.00 Z=0.00 PenetrationDepth:17.464 Actor:BP_Bot_C_46 Component:CharacterMesh0 BoneName:hand_r (22 other events since notify)
[2022.12.12-01.17.49:263][757]LogCharacterMovement: BP_Bot_C_45 is stuck and failed to move! Velocity: X=169.06 Y=470.55 Z=0.00 Location: X=799.11 Y=1443.59 Z=54.03 Normal: X=0.00 Y=0.00 Z=1.00 PenetrationDepth:36.036 Actor:StaticMeshActor_1 Component:StaticMeshComponent0 BoneName:None (22 other events since notify)
[2022.12.12-01.17.49:263][757]LogCharacterMovement: BP_Bot_C_46 is stuck and failed to move! Velocity: X=402.41 Y=-296.76 Z=0.00 Location: X=833.11 Y=1368.91 Z=54.03 Normal: X=0.00 Y=0.00 Z=1.00 PenetrationDepth:36.036 Actor:StaticMeshActor_1 Component:StaticMeshComponent0 BoneName:None (22 other events since notify)
[2022.12.12-01.17.54:106][ 84]LogCharacterMovement: BP_Bot_C_10 is stuck and failed to move! Velocity: X=-111.10 Y=-28.59 Z=0.00 Location: X=777.87 Y=800.22 Z=92.21 Normal: X=0.44 Y=0.90 Z=0.00 PenetrationDepth:34.008 Actor:BP_Bot_C_77 Component:CharacterMesh0 BoneName:foot_r (0 other events since notify)
[2022.12.12-01.17.54:419][108]LogCharacterMovement: BP_Bot_C_79 is stuck and failed to move! Velocity: X=25.39 Y=-35.79 Z=0.00 Location: X=967.14 Y=3002.83 Z=105.82 Normal: X=0.74 Y=0.65 Z=0.19 PenetrationDepth:5.221 Actor:BP_Bot_C_19 Component:CharacterMesh0 BoneName:hand_l (0 other events since notify)
[2022.12.12-01.18.02:145][684]LogCharacterMovement: BP_Bot_C_136 is stuck and failed to move! Velocity: X=-36.13 Y=-48.06 Z=0.00 Location: X=1765.26 Y=639.43 Z=92.21 Normal: X=-0.07 Y=1.00 Z=0.00 PenetrationDepth:5.714 Actor:BP_Bot_C_156 Component:CollisionCylinder BoneName:None (0 other events since notify)
[2022.12.12-01.18.02:209][689]LogCharacterMovement: BP_Bot_C_156 is stuck and failed to move! Velocity: X=18.02 Y=36.07 Z=0.00 Location: X=1769.83 Y=575.30 Z=104.03 Normal: X=0.07 Y=-1.00 Z=0.00 PenetrationDepth:5.713 Actor:BP_Bot_C_136 Component:CollisionCylinder BoneName:None (0 other events since notify)
[2022.12.12-01.18.04:195][827]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.12-01.18.04:195][827]LogWorld: BeginTearingDown for /Game/ThirdPerson/Maps/UEDPIE_0_ThirdPersonMap
[2022.12.12-01.18.04:198][827]LogWorld: UWorld::CleanupWorld for ThirdPersonMap, bSessionEnded=true, bCleanupResources=true
[2022.12.12-01.18.04:200][827]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.12-01.18.04:201][827]LogContentBundle: [Container: ThirdPersonMap] Deleting container.
[2022.12.12-01.18.04:204][827]LogPlayLevel: Display: Shutting down PIE online subsystems
[2022.12.12-01.18.04:207][827]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.12-01.18.04:214][827]LogAudio: Display: Audio Device unregistered from world 'None'.
[2022.12.12-01.18.04:217][827]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=2
[2022.12.12-01.18.04:218][827]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=2
[2022.12.12-01.18.04:222][827]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.12-01.18.04:247][827]LogUObjectHash: Compacting FUObjectHashTables data took   0.49ms
[2022.12.12-01.18.04:280][828]LogPlayLevel: Display: Destroying online subsystem :Context_2
[2022.12.12-01.18.05:489][955]LogSlate: Took 0.000204 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Light.ttf' (167K)
[2022.12.12-01.18.10:210][344]LogAssetEditorSubsystem: Opening Asset editor for Blueprint /Game/GAME/BP/BP_Bot.BP_Bot
[2022.12.12-01.18.10:210][344]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.12-01.18.11:928][344]LogSlate: Took 0.000201 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-BoldCondensed.ttf' (158K)
[2022.12.12-01.18.13:685][381]LogSlate: Took 0.000178 seconds to synchronously load lazily loaded font '../../../Engine/Content/Slate/Fonts/Roboto-Italic.ttf' (157K)
[2022.12.12-01.18.13:881][385]LogSlate: Window 'BP_Bot' being destroyed
[2022.12.12-01.18.14:958][488]LogViewport: Scene viewport resized to 1593x953, mode Windowed.
[2022.12.12-01.18.34:930][538]BlueprintLog: New page: Compile BP_Bot
[2022.12.12-01.18.35:009][538]LogUObjectHash: Compacting FUObjectHashTables data took   0.96ms
[2022.12.12-01.18.38:755][806]LogContentBundle: [Container: ThirdPersonMap] Generating Streaming for 0 Content Bundles.
[2022.12.12-01.18.38:756][806]LogWorldPartition: Display: GenerateStreaming started...
[2022.12.12-01.18.38:756][806]LogWorldPartition: Display: GetPartitionedActors started...
[2022.12.12-01.18.38:756][806]LogWorldPartition: Display: GetPartitionedActors took 4 us (total: 16 us)
[2022.12.12-01.18.38:756][806]LogWorldPartition: Display: GenerateStreaming took 213 us (total: 470 us)
[2022.12.12-01.18.38:756][806]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2022.12.12-01.18.38:756][806]PIE: New page: SIE session: ThirdPersonMap (Dec 11, 2022, 1:18:38 PM)
[2022.12.12-01.18.38:757][806]LogPlayLevel: Creating play world package: /Game/ThirdPerson/Maps/UEDPIE_0_ThirdPersonMap
[2022.12.12-01.18.38:762][806]LogPlayLevel: PIE: StaticDuplicateObject took: (0.005150s)
[2022.12.12-01.18.38:762][806]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/ThirdPerson/Maps/ThirdPersonMap.ThirdPersonMap to /Game/ThirdPerson/Maps/UEDPIE_0_ThirdPersonMap.ThirdPersonMap (0.005170s)
[2022.12.12-01.18.38:762][806]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.12-01.18.38:762][806]LogAIModule: Creating AISystem for world ThirdPersonMap
[2022.12.12-01.18.38:762][806]LogWorldPartition: ULevel::OnLevelLoaded(ThirdPersonMap)(bIsOwningWorldGameWorld=1, bIsOwningWorldPartitioned=1, bIsValidLevelInstance=0, InitializeForMainWorld=1, InitializeForEditor=0, InitializeForGame=0)
[2022.12.12-01.18.38:762][806]LogWorldPartition: Display: WorldPartition initialize started...
[2022.12.12-01.18.38:762][806]LogWorldPartition: UWorldPartition::Initialize(Asset=ThirdPersonMap, IsEditor=0, bPIEWorldTravel=0 IsGame=0, IsCooking=0)
[2022.12.12-01.18.38:764][806]LogContentBundle: [Container: ThirdPersonMap] Creating new contrainer.
[2022.12.12-01.18.38:764][806]LogWorldPartition: Display: WorldPartition initialize took 1 ms (total: 194 ms)
[2022.12.12-01.18.38:764][806]LogPlayLevel: PIE: World Init took: (0.001920s)
[2022.12.12-01.18.38:789][806]LogUObjectHash: Compacting FUObjectHashTables data took   0.89ms
[2022.12.12-01.18.38:790][806]LogAudio: Display: Creating Audio Device:                 Id: 3, Scope: Unique, Realtime: True
[2022.12.12-01.18.38:790][806]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2022.12.12-01.18.38:790][806]LogAudioMixer: Display: 	Sample Rate:						  48000
[2022.12.12-01.18.38:790][806]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2022.12.12-01.18.38:790][806]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2022.12.12-01.18.38:790][806]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2022.12.12-01.18.38:790][806]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2022.12.12-01.18.38:790][806]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2022.12.12-01.18.38:790][806]LogAudio: Display: AudioDevice MaxSources: 32
[2022.12.12-01.18.38:790][806]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2022.12.12-01.18.38:790][806]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2022.12.12-01.18.38:790][806]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2022.12.12-01.18.38:792][806]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2022.12.12-01.18.38:825][806]LogAudioMixer: Display: Using Audio Hardware Device Speakers (Realtek(R) Audio)
[2022.12.12-01.18.38:825][806]LogAudioMixer: Display: Initializing Sound Submixes...
[2022.12.12-01.18.38:825][806]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2022.12.12-01.18.38:825][806]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2022.12.12-01.18.38:826][806]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=3
[2022.12.12-01.18.38:826][806]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=3
[2022.12.12-01.18.38:827][806]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=3
[2022.12.12-01.18.38:827][806]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=3
[2022.12.12-01.18.38:827][806]LogInit: FAudioDevice initialized.
[2022.12.12-01.18.38:827][806]LogAudio: Display: Audio Device (ID: 3) registered with world 'ThirdPersonMap'.
[2022.12.12-01.18.38:829][806]LogLoad: Game class is 'BP_GameModeBase_C'
[2022.12.12-01.18.38:831][806]LogWorld: Bringing World /Game/ThirdPerson/Maps/UEDPIE_0_ThirdPersonMap.ThirdPersonMap up for play (max tick rate 0) at 2022.12.11-19.18.38
[2022.12.12-01.18.38:831][806]LogWorld: Bringing up level for play took: 0.001743
[2022.12.12-01.18.38:833][806]LogOnline: OSS: Created online subsystem instance for: :Context_8
[2022.12.12-01.18.38:834][806]LogWorldPartition: New Streaming Source: PlayerController_0 -> Position: X=730.000 Y=680.000 Z=92.000
[2022.12.12-01.18.38:834][806]LogGameMode: Display: Match State Changed from EnteringMap to WaitingToStart
[2022.12.12-01.18.38:837][806]LogGameState: Match State Changed from EnteringMap to WaitingToStart
[2022.12.12-01.18.38:837][806]PIE: Server logged in
[2022.12.12-01.18.38:838][806]PIE: Play in editor total start time 0.083 seconds.
[2022.12.12-01.18.38:840][806]LogWorldPartition: New Streaming Source: SIE -> Position: X=1631.753 Y=-337.883 Z=1438.317
[2022.12.12-01.18.40:223][811]LogCharacterMovement: BP_Bot_C_16 is stuck and failed to move! Velocity: X=43.81 Y=29.12 Z=0.00 Location: X=784.05 Y=654.42 Z=54.03 Normal: X=0.00 Y=0.00 Z=1.00 PenetrationDepth:36.036 Actor:StaticMeshActor_1 Component:StaticMeshComponent0 BoneName:None (0 other events since notify)
[2022.12.12-01.18.40:224][811]LogCharacterMovement: BP_Bot_C_22 is stuck and failed to move! Velocity: X=51.42 Y=11.10 Z=0.00 Location: X=1089.96 Y=1252.80 Z=54.03 Normal: X=0.00 Y=0.00 Z=1.00 PenetrationDepth:36.036 Actor:StaticMeshActor_1 Component:StaticMeshComponent0 BoneName:None (0 other events since notify)
[2022.12.12-01.18.40:227][811]LogCharacterMovement: BP_Bot_C_40 is stuck and failed to move! Velocity: X=51.18 Y=-12.15 Z=0.00 Location: X=1873.77 Y=464.33 Z=54.03 Normal: X=0.00 Y=0.00 Z=1.00 PenetrationDepth:36.036 Actor:StaticMeshActor_1 Component:StaticMeshComponent0 BoneName:None (0 other events since notify)
[2022.12.12-01.18.40:229][811]LogCharacterMovement: BP_Bot_C_56 is stuck and failed to move! Velocity: X=40.49 Y=-33.58 Z=0.00 Location: X=2375.18 Y=3118.19 Z=54.03 Normal: X=0.00 Y=0.00 Z=1.00 PenetrationDepth:36.036 Actor:StaticMeshActor_1 Component:StaticMeshComponent0 BoneName:None (0 other events since notify)
[2022.12.12-01.18.40:229][811]LogCharacterMovement: BP_Bot_C_61 is stuck and failed to move! Velocity: X=51.44 Y=10.99 Z=0.00 Location: X=819.49 Y=1196.84 Z=54.03 Normal: X=0.00 Y=0.00 Z=1.00 PenetrationDepth:36.036 Actor:StaticMeshActor_1 Component:StaticMeshComponent0 BoneName:None (0 other events since notify)
[2022.12.12-01.18.40:254][812]LogCharacterMovement: BP_Bot_C_34 is stuck and failed to move! Velocity: X=37.89 Y=143.47 Z=0.00 Location: X=1822.84 Y=440.38 Z=125.41 Normal: X=-0.90 Y=-0.43 Z=0.00 PenetrationDepth:13.713 Actor:BP_Bot_C_40 Component:CollisionCylinder BoneName:None (0 other events since notify)
[2022.12.12-01.18.40:322][815]LogCharacterMovement: BP_Bot_C_63 is stuck and failed to move! Velocity: X=178.69 Y=47.23 Z=0.00 Location: X=954.09 Y=2383.27 Z=90.17 Normal: X=-0.62 Y=0.64 Z=-0.46 PenetrationDepth:2.040 Actor:BP_Bot_C_27 Component:CharacterMesh0 BoneName:lowerarm_r (0 other events since notify)
[2022.12.12-01.18.40:338][816]LogCharacterMovement: BP_Bot_C_10 is stuck and failed to move! Velocity: X=42.82 Y=236.99 Z=0.00 Location: X=1753.86 Y=427.73 Z=93.70 Normal: X=0.70 Y=-0.67 Z=0.26 PenetrationDepth:6.361 Actor:BP_Bot_C_0 Component:CharacterMesh0 BoneName:foot_l (0 other events since notify)
[2022.12.12-01.18.40:362][817]LogCharacterMovement: BP_Bot_C_25 is stuck and failed to move! Velocity: X=52.22 Y=-186.19 Z=0.00 Location: X=990.05 Y=1337.13 Z=95.49 Normal: X=-0.99 Y=0.16 Z=0.00 PenetrationDepth:4.128 Actor:BP_Bot_C_39 Component:CharacterMesh0 BoneName:upperarm_r (0 other events since notify)
[2022.12.12-01.18.40:538][825]LogCharacterMovement: BP_Bot_C_46 is stuck and failed to move! Velocity: X=49.57 Y=37.34 Z=0.00 Location: X=835.48 Y=613.77 Z=54.03 Normal: X=0.00 Y=0.00 Z=1.00 PenetrationDepth:36.036 Actor:StaticMeshActor_1 Component:StaticMeshComponent0 BoneName:None (0 other events since notify)
[2022.12.12-01.18.40:581][827]LogCharacterMovement: BP_Bot_C_45 is stuck and failed to move! Velocity: X=26.07 Y=-218.30 Z=0.00 Location: X=2437.81 Y=2233.10 Z=92.21 Normal: X=0.99 Y=-0.15 Z=-0.00 PenetrationDepth:5.459 Actor:BP_Bot_C_18 Component:CharacterMesh0 BoneName:hand_l (0 other events since notify)
[2022.12.12-01.18.40:777][833]LogCharacterMovement: BP_Bot_C_58 is stuck and failed to move! Velocity: X=43.43 Y=-317.45 Z=0.00 Location: X=2340.84 Y=2298.13 Z=92.20 Normal: X=-0.22 Y=0.97 Z=-0.00 PenetrationDepth:7.502 Actor:BP_Bot_C_18 Component:CharacterMesh0 BoneName:hand_r (0 other events since notify)
[2022.12.12-01.18.40:962][839]LogCharacterMovement: BP_Bot_C_33 is stuck and failed to move! Velocity: X=-1.06 Y=32.48 Z=0.00 Location: X=1075.69 Y=1188.11 Z=92.21 Normal: X=-0.45 Y=-0.89 Z=0.00 PenetrationDepth:0.462 Actor:BP_Bot_C_22 Component:CharacterMesh0 BoneName:upperarm_l (0 other events since notify)
[2022.12.12-01.18.41:240][850]LogCharacterMovement: BP_Bot_C_22 is stuck and failed to move! Velocity: X=488.29 Y=107.55 Z=0.00 Location: X=1104.55 Y=1252.05 Z=54.03 Normal: X=0.00 Y=0.00 Z=1.00 PenetrationDepth:36.036 Actor:StaticMeshActor_1 Component:StaticMeshComponent0 BoneName:None (38 other events since notify)
[2022.12.12-01.18.41:409][856]LogCharacterMovement: BP_Bot_C_57 is stuck and failed to move! Velocity: X=112.43 Y=487.19 Z=0.00 Location: X=2632.87 Y=2598.90 Z=92.21 Normal: X=0.79 Y=0.61 Z=0.00 PenetrationDepth:4.826 Actor:BP_Bot_C_47 Component:CharacterMesh0 BoneName:hand_l (0 other events since notify)
[2022.12.12-01.18.41:446][857]LogCharacterMovement: BP_Bot_C_4 is stuck and failed to move! Velocity: X=59.70 Y=13.31 Z=0.00 Location: X=2540.14 Y=2935.22 Z=92.21 Normal: X=-0.22 Y=-0.98 Z=0.00 PenetrationDepth:0.986 Actor:BP_Bot_C_7 Component:CharacterMesh0 BoneName:hand_l (0 other events since notify)
[2022.12.12-01.18.41:532][860]LogCharacterMovement: BP_Bot_C_15 is stuck and failed to move! Velocity: X=-213.85 Y=-242.71 Z=0.00 Location: X=2635.34 Y=2715.94 Z=131.15 Normal: X=-0.26 Y=-0.97 Z=0.00 PenetrationDepth:14.704 Actor:BP_Bot_C_6 Component:CharacterMesh0 BoneName:hand_l (0 other events since notify)
[2022.12.12-01.18.41:656][864]LogCharacterMovement: BP_Bot_C_2 is stuck and failed to move! Velocity: X=73.48 Y=-129.30 Z=0.00 Location: X=2457.74 Y=813.08 Z=92.21 Normal: X=-0.31 Y=0.95 Z=0.00 PenetrationDepth:2.000 Actor:BP_Bot_C_44 Component:CharacterMesh0 BoneName:hand_r (0 other events since notify)
[2022.12.12-01.18.42:125][884]LogCharacterMovement: BP_Bot_C_6 is stuck and failed to move! Velocity: X=-80.47 Y=-327.12 Z=0.00 Location: X=2680.25 Y=2743.72 Z=92.21 Normal: X=0.66 Y=-0.42 Z=0.63 PenetrationDepth:4.321 Actor:BP_Bot_C_56 Component:CharacterMesh0 BoneName:foot_r (0 other events since notify)
[2022.12.12-01.18.42:254][890]LogCharacterMovement: BP_Bot_C_56 is stuck and failed to move! Velocity: X=-3.31 Y=-71.50 Z=0.00 Location: X=2635.19 Y=2797.48 Z=92.22 Normal: X=-0.97 Y=0.22 Z=0.06 PenetrationDepth:2.589 Actor:BP_Bot_C_6 Component:CharacterMesh0 BoneName:calf_l (0 other events since notify)
[2022.12.12-01.18.42:274][891]LogCharacterMovement: BP_Bot_C_32 is stuck and failed to move! Velocity: X=-107.23 Y=76.01 Z=0.00 Location: X=1010.07 Y=1231.20 Z=54.03 Normal: X=0.00 Y=0.00 Z=1.00 PenetrationDepth:36.036 Actor:StaticMeshActor_1 Component:StaticMeshComponent0 BoneName:None (0 other events since notify)
[2022.12.12-01.18.42:275][891]LogCharacterMovement: BP_Bot_C_47 is stuck and failed to move! Velocity: X=-30.24 Y=38.64 Z=0.00 Location: X=2645.85 Y=2618.26 Z=99.03 Normal: X=0.01 Y=-1.00 Z=-0.00 PenetrationDepth:10.664 Actor:BP_Bot_C_15 Component:CharacterMesh0 BoneName:calf_r (0 other events since notify)
[2022.12.12-01.18.42:497][902]LogCharacterMovement: BP_Bot_C_13 is stuck and failed to move! Velocity: X=-25.13 Y=-37.24 Z=0.00 Location: X=2680.82 Y=2950.07 Z=92.21 Normal: X=0.88 Y=-0.47 Z=-0.00 PenetrationDepth:6.506 Actor:BP_Bot_C_28 Component:CharacterMesh0 BoneName:hand_l (0 other events since notify)
[2022.12.12-01.18.42:539][904]LogCharacterMovement: BP_Bot_C_39 is stuck and failed to move! Velocity: X=-0.40 Y=52.10 Z=0.00 Location: X=1050.18 Y=1301.24 Z=54.03 Normal: X=0.00 Y=0.00 Z=1.00 PenetrationDepth:36.036 Actor:StaticMeshActor_1 Component:StaticMeshComponent0 BoneName:None (0 other events since notify)
[2022.12.12-01.18.42:678][911]LogCharacterMovement: BP_Bot_C_44 is stuck and failed to move! Velocity: X=-313.58 Y=-389.45 Z=0.00 Location: X=2378.69 Y=545.51 Z=92.21 Normal: X=-0.54 Y=0.84 Z=0.00 PenetrationDepth:4.865 Actor:BP_Bot_C_20 Component:CharacterMesh0 BoneName:hand_l (0 other events since notify)
[2022.12.12-01.18.42:777][916]LogCharacterMovement: BP_Bot_C_15 is stuck and failed to move! Velocity: X=-4.78 Y=-30.37 Z=0.00 Location: X=2635.26 Y=2684.84 Z=110.90 Normal: X=-0.13 Y=0.99 Z=-0.00 PenetrationDepth:1.069 Actor:BP_Bot_C_47 Component:CharacterMesh0 BoneName:hand_r (17 other events since notify)
[2022.12.12-01.18.42:838][919]LogCharacterMovement: BP_Bot_C_18 is stuck and failed to move! Velocity: X=5.62 Y=148.11 Z=0.00 Location: X=2627.21 Y=2558.12 Z=92.33 Normal: X=-0.70 Y=-0.67 Z=0.24 PenetrationDepth:0.982 Actor:BP_Bot_C_47 Component:CharacterMesh0 BoneName:calf_r (0 other events since notify)
[2022.12.12-01.18.43:035][929]LogCharacterMovement: BP_Bot_C_52 is stuck and failed to move! Velocity: X=-34.78 Y=270.67 Z=0.00 Location: X=2599.59 Y=2407.00 Z=92.22 Normal: X=-0.58 Y=-0.78 Z=0.22 PenetrationDepth:0.443 Actor:BP_Bot_C_24 Component:CharacterMesh0 BoneName:foot_r (0 other events since notify)
[2022.12.12-01.18.43:358][946]LogCharacterMovement: BP_Bot_C_45 is stuck and failed to move! Velocity: X=73.15 Y=52.91 Z=0.00 Location: X=2582.99 Y=2591.16 Z=92.14 Normal: X=-0.31 Y=-0.95 Z=-0.00 PenetrationDepth:3.051 Actor:BP_Bot_C_15 Component:CharacterMesh0 BoneName:hand_l (1 other events since notify)
[2022.12.12-01.18.43:401][948]LogCharacterMovement: BP_Bot_C_57 is stuck and failed to move! Velocity: X=-23.00 Y=39.42 Z=0.00 Location: X=2726.06 Y=3036.58 Z=92.21 Normal: X=-0.84 Y=-0.55 Z=-0.00 PenetrationDepth:0.091 Actor:BP_Bot_C_28 Component:CharacterMesh0 BoneName:hand_l (5 other events since notify)
[2022.12.12-01.18.43:431][950]LogCharacterMovement: BP_Bot_C_6 is stuck and failed to move! Velocity: X=-26.97 Y=-42.84 Z=0.00 Location: X=2694.39 Y=2706.83 Z=92.21 Normal: X=-0.36 Y=0.93 Z=-0.00 PenetrationDepth:0.414 Actor:BP_Bot_C_47 Component:CharacterMesh0 BoneName:hand_r (13 other events since notify)
[2022.12.12-01.18.43:453][951]LogCharacterMovement: BP_Bot_C_4 is stuck and failed to move! Velocity: X=0.33 Y=-57.26 Z=0.00 Location: X=2635.22 Y=2832.61 Z=92.21 Normal: X=-0.20 Y=-0.94 Z=-0.27 PenetrationDepth:4.306 Actor:BP_Bot_C_13 Component:CharacterMesh0 BoneName:hand_l (10 other events since notify)
[2022.12.12-01.18.43:587][958]LogCharacterMovement: BP_Bot_C_30 is stuck and failed to move! Velocity: X=4.53 Y=-38.35 Z=0.00 Location: X=2672.87 Y=2772.99 Z=91.94 Normal: X=-0.31 Y=0.83 Z=0.46 PenetrationDepth:0.241 Actor:BP_Bot_C_6 Component:CharacterMesh0 BoneName:calf_l (0 other events since notify)
[2022.12.12-01.18.43:715][965]LogCharacterMovement: BP_Bot_C_37 is stuck and failed to move! Velocity: X=4.58 Y=31.01 Z=0.00 Location: X=2589.34 Y=2474.16 Z=92.01 Normal: X=0.82 Y=-0.22 Z=-0.54 PenetrationDepth:3.804 Actor:BP_Bot_C_62 Component:CharacterMesh0 BoneName:hand_l (0 other events since notify)
[2022.12.12-01.18.43:798][969]LogCharacterMovement: BP_Bot_C_51 is stuck and failed to move! Velocity: X=130.82 Y=44.71 Z=0.00 Location: X=2519.88 Y=2564.75 Z=90.49 Normal: X=0.13 Y=0.99 Z=0.00 PenetrationDepth:19.920 Actor:BP_Bot_C_62 Component:CharacterMesh0 BoneName:hand_r (0 other events since notify)
[2022.12.12-01.18.43:852][972]LogCharacterMovement: BP_Bot_C_18 is stuck and failed to move! Velocity: X=-102.74 Y=179.36 Z=0.00 Location: X=2656.12 Y=2596.87 Z=92.21 Normal: X=0.99 Y=-0.14 Z=0.00 PenetrationDepth:0.674 Actor:BP_Bot_C_45 Component:CharacterMesh0 BoneName:lowerarm_l (13 other events since notify)
[2022.12.12-01.18.43:906][975]LogCharacterMovement: BP_Bot_C_24 is stuck and failed to move! Velocity: X=-11.89 Y=60.45 Z=0.00 Location: X=2628.44 Y=2533.55 Z=92.21 Normal: X=0.99 Y=0.16 Z=0.00 PenetrationDepth:0.672 Actor:BP_Bot_C_62 Component:CharacterMesh0 BoneName:hand_l (0 other events since notify)
[2022.12.12-01.18.44:088][985]LogCharacterMovement: BP_Bot_C_47 is stuck and failed to move! Velocity: X=-132.56 Y=482.11 Z=0.00 Location: X=2794.15 Y=2699.75 Z=92.21 Normal: X=-0.67 Y=-0.75 Z=0.00 PenetrationDepth:5.411 Actor:BP_Bot_C_28 Component:CharacterMesh0 BoneName:hand_r (18 other events since notify)
[2022.12.12-01.18.44:104][986]LogCharacterMovement: BP_Bot_C_15 is stuck and failed to move! Velocity: X=0.17 Y=-27.55 Z=0.00 Location: X=2635.23 Y=2663.59 Z=92.21 Normal: X=-0.58 Y=0.81 Z=-0.00 PenetrationDepth:1.438 Actor:BP_Bot_C_18 Component:CharacterMesh0 BoneName:hand_r (26 other events since notify)
[2022.12.12-01.18.44:122][987]LogCharacterMovement: BP_Bot_C_14 is stuck and failed to move! Velocity: X=-19.05 Y=-19.00 Z=0.00 Location: X=2583.04 Y=3153.63 Z=92.21 Normal: X=-0.98 Y=-0.19 Z=-0.08 PenetrationDepth:2.571 Actor:BP_Bot_C_50 Component:CharacterMesh0 BoneName:calf_l (0 other events since notify)
[2022.12.12-01.18.44:521][  8]LogCharacterMovement: BP_Bot_C_21 is stuck and failed to move! Velocity: X=-56.39 Y=60.63 Z=0.00 Location: X=2658.40 Y=3032.10 Z=90.16 Normal: X=0.62 Y=-0.58 Z=-0.52 PenetrationDepth:1.232 Actor:BP_Bot_C_49 Component:CharacterMesh0 BoneName:upperarm_l (0 other events since notify)
[2022.12.12-01.18.44:555][ 10]LogCharacterMovement: BP_Bot_C_4 is stuck and failed to move! Velocity: X=93.64 Y=159.71 Z=0.00 Location: X=2667.45 Y=2799.47 Z=92.21 Normal: X=-0.90 Y=-0.44 Z=-0.00 PenetrationDepth:2.171 Actor:BP_Bot_C_30 Component:CharacterMesh0 BoneName:hand_r (8 other events since notify)
